NAME.x	HMDB	KEGG	name
peak385	NA	NA	NA
peak385	NA	NA	NA
peak385	NA	NA	NA
peak385	NA	NA	NA
peak385	NA	NA	NA
peak393	HMDB0060901	NA	Clozapine glucuronide
peak393	NA	NA	NA
peak393	NA	NA	NA
peak393	NA	NA	NA
peak393	NA	NA	NA
peak393	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak397	NA	NA	NA
peak412	HMDB0010404	NA	PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)
peak412	NA	NA	NA
peak412	NA	NA	NA
peak412	NA	NA	NA
peak412	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak416	NA	NA	NA
peak424	HMDB0007036	NA	DG(14:0/24:1(15Z)/0:0)
peak424	HMDB0007064	NA	DG(14:1(9Z)/24:0/0:0)
peak424	HMDB0007116	NA	DG(16:0/22:1(13Z)/0:0)[iso2]
peak424	HMDB0007144	NA	DG(16:1(9Z)/22:0/0:0)[iso2]
peak424	HMDB0007166	NA	DG(18:0/20:1(11Z)/0:0)[iso2]
peak424	HMDB0007194	NA	DG(18:1(11Z)/20:0/0:0)
peak424	HMDB0007223	NA	DG(18:1(9Z)/20:0/0:0)[iso2]
peak424	HMDB0007362	NA	DG(20:0/18:1(11Z)/0:0)
peak424	HMDB0007363	NA	DG(20:0/18:1(9Z)/0:0)
peak424	HMDB0007390	NA	DG(20:1(11Z)/18:0/0:0)
peak424	HMDB0007592	NA	DG(22:0/16:1(9Z)/0:0)
peak424	HMDB0007620	NA	DG(22:1(13Z)/16:0/0:0)
peak424	HMDB0007792	NA	DG(24:0/14:1(9Z)/0:0)
peak424	HMDB0007820	NA	DG(24:1(15Z)/14:0/0:0)
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak424	NA	NA	NA
peak430	HMDB0007879	NA	PC(14:0/20:1(11Z))
peak430	HMDB0007911	NA	PC(14:1(9Z)/20:0)
peak430	HMDB0007971	NA	PC(16:0/18:1(11Z))
peak430	HMDB0007972	NA	PC(16:0/18:1(9Z))
peak430	HMDB0008003	NA	PC(16:1(9Z)/18:0)
peak430	HMDB0008029	NA	PC(16:1(9Z)/P-18:1(11Z))
peak430	HMDB0008030	NA	PC(16:1(9Z)/P-18:1(9Z))
peak430	HMDB0008035	NA	PC(18:0/16:1(9Z))
peak430	HMDB0008067	NA	PC(18:1(11Z)/16:0)
peak430	HMDB0008100	NA	PC(18:1(9Z)/16:0)
peak430	HMDB0008159	NA	PC(18:2(9Z,12Z)/P-16:0)
peak430	HMDB0008263	NA	PC(20:0/14:1(9Z))
peak430	HMDB0008295	NA	PC(20:1(11Z)/14:0)
peak430	HMDB0011211	NA	PC(P-16:0/18:2(9Z,12Z))
peak430	HMDB0011273	NA	PC(P-18:1(11Z)/16:1(9Z))
peak430	HMDB0011306	NA	PC(P-18:1(9Z)/16:1(9Z))
peak430	HMDB0013413	NA	PC(O-16:1(9Z)/18:2(9Z,12Z))
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak430	NA	NA	NA
peak433	HMDB0000564	NA	PC(16:0/16:0)
peak433	HMDB0007871	NA	PC(14:0/18:0)
peak433	HMDB0007881	NA	PC(14:0/20:3(5Z,8Z,11Z))
peak433	HMDB0007882	NA	PC(14:0/20:3(8Z,11Z,14Z))
peak433	HMDB0007913	NA	PC(14:1(9Z)/20:2(11Z,14Z))
peak433	HMDB0007974	NA	PC(16:0/18:3(6Z,9Z,12Z))
peak433	HMDB0007975	NA	PC(16:0/18:3(9Z,12Z,15Z))
peak433	HMDB0008006	NA	PC(16:1(9Z)/18:2(9Z,12Z))
peak433	HMDB0008031	NA	PC(18:0/14:0)
peak433	HMDB0008134	NA	PC(18:2(9Z,12Z)/16:1(9Z))
peak433	HMDB0008166	NA	PC(18:3(6Z,9Z,12Z)/16:0)
peak433	HMDB0008199	NA	PC(18:3(9Z,12Z,15Z)/16:0)
peak433	HMDB0008329	NA	PC(20:2(11Z,14Z)/14:1(9Z))
peak433	HMDB0008361	NA	PC(20:3(5Z,8Z,11Z)/14:0)
peak433	HMDB0008394	NA	PC(20:3(8Z,11Z,14Z)/14:0)
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak433	NA	NA	NA
peak452	HMDB0007958	NA	PC(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak452	NA	NA	NA
peak466	HMDB0007887	NA	PC(14:0/22:1(13Z))
peak466	HMDB0007919	NA	PC(14:1(9Z)/22:0)
peak466	HMDB0007978	NA	PC(16:0/20:1(11Z))
peak466	HMDB0007988	NA	PC(16:0/22:4(7Z,10Z,13Z,16Z))
peak466	HMDB0008010	NA	PC(16:1(9Z)/20:0)
peak466	HMDB0008037	NA	PC(18:0/18:1(11Z))
peak466	HMDB0008038	NA	PC(18:0/18:1(9Z))
peak466	HMDB0008048	NA	PC(18:0/20:4(5Z,8Z,11Z,14Z))
peak466	HMDB0008049	NA	PC(18:0/20:4(8Z,11Z,14Z,17Z))
peak466	HMDB0008069	NA	PC(18:1(11Z)/18:0)
peak466	HMDB0008079	NA	PC(18:1(11Z)/20:3(5Z,8Z,11Z))
peak466	HMDB0008080	NA	PC(18:1(11Z)/20:3(8Z,11Z,14Z))
peak466	HMDB0008102	NA	PC(18:1(9Z)/18:0)
peak466	HMDB0008112	NA	PC(18:1(9Z)/20:3(5Z,8Z,11Z))
peak466	HMDB0008113	NA	PC(18:1(9Z)/20:3(8Z,11Z,14Z))
peak466	HMDB0008145	NA	PC(18:2(9Z,12Z)/20:2(11Z,14Z))
peak466	HMDB0008176	NA	PC(18:3(6Z,9Z,12Z)/20:1(11Z))
peak466	HMDB0008209	NA	PC(18:3(9Z,12Z,15Z)/20:1(11Z))
peak466	HMDB0008241	NA	PC(18:4(6Z,9Z,12Z,15Z)/20:0)
peak466	HMDB0008266	NA	PC(20:0/16:1(9Z))
peak466	HMDB0008273	NA	PC(20:0/18:4(6Z,9Z,12Z,15Z))
peak466	HMDB0008298	NA	PC(20:1(11Z)/16:0)
peak466	HMDB0008304	NA	PC(20:1(11Z)/18:3(6Z,9Z,12Z))
peak466	HMDB0008305	NA	PC(20:1(11Z)/18:3(9Z,12Z,15Z))
peak466	HMDB0008336	NA	PC(20:2(11Z,14Z)/18:2(9Z,12Z))
peak466	HMDB0008367	NA	PC(20:3(5Z,8Z,11Z)/18:1(11Z))
peak466	HMDB0008368	NA	PC(20:3(5Z,8Z,11Z)/18:1(9Z))
peak466	HMDB0008400	NA	PC(20:3(8Z,11Z,14Z)/18:1(11Z))
peak466	HMDB0008401	NA	PC(20:3(8Z,11Z,14Z)/18:1(9Z))
peak466	HMDB0008431	NA	PC(20:4(5Z,8Z,11Z,14Z)/18:0)
peak466	HMDB0008464	NA	PC(20:4(8Z,11Z,14Z,17Z)/18:0)
peak466	HMDB0008526	NA	PC(22:0/14:1(9Z))
peak466	HMDB0008558	NA	PC(22:1(13Z)/14:0)
peak466	HMDB0008626	NA	PC(22:4(7Z,10Z,13Z,16Z)/16:0)
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak466	NA	NA	NA
peak472	HMDB0008457	NA	PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z))
peak472	HMDB0008458	NA	PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(9Z))
peak472	HMDB0008490	NA	PC(20:4(8Z,11Z,14Z,17Z)/P-18:1(11Z))
peak472	HMDB0008491	NA	PC(20:4(8Z,11Z,14Z,17Z)/P-18:1(9Z))
peak472	HMDB0008522	NA	PC(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:0)
peak472	HMDB0008685	NA	PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-16:0)
peak472	HMDB0008718	NA	PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-16:0)
peak472	HMDB0011227	NA	PC(P-16:0/22:5(4Z,7Z,10Z,13Z,16Z))
peak472	HMDB0011255	NA	PC(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))
peak472	HMDB0011286	NA	PC(P-18:1(11Z)/20:4(5Z,8Z,11Z,14Z))
peak472	HMDB0011287	NA	PC(P-18:1(11Z)/20:4(8Z,11Z,14Z,17Z))
peak472	HMDB0011319	NA	PC(P-18:1(9Z)/20:4(5Z,8Z,11Z,14Z))
peak472	HMDB0011320	NA	PC(P-18:1(9Z)/20:4(8Z,11Z,14Z,17Z))
peak472	HMDB0013409	NA	PC(O-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
peak472	NA	NA	NA
peak472	NA	NA	NA
peak472	NA	NA	NA
peak503	NA	NA	NA
peak529	NA	NA	NA
peak531	NA	NA	NA
