NAME	log2FC	p_val	padj
peak198	0.0646523067180601	0.409828064111275	0.810480873055879
peak267	-0.0741696590582632	0.409828064111275	0.810480873055879
peak47	0.14835478179025	0.409828064111275	0.810480873055879
peak97	-0.163190538538584	0.409828064111275	0.810480873055879
peak151	0.417538818743876	0.418502748071418	0.812477862556232
peak208	-0.0180723919711276	0.418502748071418	0.812477862556232
peak289	-0.356058119599225	0.418502748071418	0.812477862556232
peak341	0.111140313970893	0.418502748071418	0.812477862556232
peak366	0.197000879698355	0.418502748071418	0.812477862556232
peak230	-0.213181949521873	0.427282892562194	0.820507003833198
peak353	0.0201658462560701	0.427282892562194	0.820507003833198
peak422	0.302035535368038	0.427282892562194	0.820507003833198
peak182	0.245755469683987	0.436167746687301	0.825603234800963
peak357	0.058623934760695	0.436167746687301	0.825603234800963
peak431	-0.0237609361204081	0.436167746687301	0.825603234800963
peak88	-0.435566363873006	0.436167746687301	0.825603234800963
peak121	-0.129785087355822	0.463442222300105	0.827018107134867
peak124	0.0709441708790974	0.454248301729058	0.827018107134867
peak199	0.0209487426984338	0.445156503828477	0.827018107134867
peak296	0.113526565183256	0.454248301729058	0.827018107134867
peak301	0.105370521229898	0.454248301729058	0.827018107134867
peak342	0.00543991829134715	0.445156503828477	0.827018107134867
peak36	0.168595632587008	0.463442222300105	0.827018107134867
peak381	-0.272835277625736	0.463442222300105	0.827018107134867
peak391	-0.166344434562021	0.463442222300105	0.827018107134867
peak463	0.0149244884179451	0.463442222300105	0.827018107134867
peak492	-0.0605188322842413	0.445156503828477	0.827018107134867
peak498	0.0333437211858123	0.463442222300105	0.827018107134867
peak504	0.144176065117134	0.463442222300105	0.827018107134867
peak515	0.0279390931014614	0.445156503828477	0.827018107134867
peak73	-0.0668533283318574	0.463442222300105	0.827018107134867
peak8	0.209301508120749	0.445156503828477	0.827018107134867
peak82	-0.00773462532588618	0.463442222300105	0.827018107134867
peak266	-0.350716729176454	0.472737291802625	0.835169215517971
peak310	-0.0350400138923982	0.472737291802625	0.835169215517971
peak52	-0.0413344410560308	0.472737291802625	0.835169215517971
peak125	-0.505717209248854	0.482132480749496	0.84055991709616
peak146	0.133106928704853	0.482132480749496	0.84055991709616
peak320	-0.0141720706335059	0.482132480749496	0.84055991709616
peak510	-0.155395618488016	0.482132480749496	0.84055991709616
peak180	0.062680601826984	0.510907637792417	0.862360025573187
peak185	-0.0510262534317213	0.501218821702216	0.862360025573187
peak187	0.0650524496312583	0.510907637792417	0.862360025573187
peak20	0.00575740621060433	0.510907637792417	0.862360025573187
peak248	-0.170108840222753	0.501218821702216	0.862360025573187
peak429	-0.0793633404647134	0.510907637792417	0.862360025573187
peak441	-0.163149900189424	0.501218821702216	0.862360025573187
peak514	0.19642172549936	0.510907637792417	0.862360025573187
peak528	0.0344576507576977	0.510907637792417	0.862360025573187
peak58	-0.0476309385926574	0.501218821702216	0.862360025573187
peak240	0.406917692645896	0.52069190197949	0.86239596265353
peak306	0.604697649264056	0.52069190197949	0.86239596265353
peak437	0.114310092224891	0.52069190197949	0.86239596265353
peak461	-0.132661940334063	0.52069190197949	0.86239596265353
peak485	-0.00605165376296949	0.52069190197949	0.86239596265353
peak9	0.101423329790427	0.52069190197949	0.86239596265353
peak202	-0.0995300860645542	0.530570309289734	0.867908221986293
peak373	0.192084775841026	0.530570309289734	0.867908221986293
peak374	-0.0419890767805105	0.530570309289734	0.867908221986293
peak384	-0.0358169211595306	0.530570309289734	0.867908221986293
peak453	-0.100465196884318	0.540541500454091	0.881498446894364
peak173	0.119683614481019	0.550604062499037	0.881901959626238
peak23	-0.164280184098725	0.560756529045363	0.881901959626238
peak250	-0.119631843360235	0.560756529045363	0.881901959626238
peak260	0.0778296722692072	0.550604062499037	0.881901959626238
peak275	0.00872556768997685	0.550604062499037	0.881901959626238
peak316	0.0364332574086456	0.550604062499037	0.881901959626238
peak338	-0.102921060718806	0.560756529045363	0.881901959626238
peak364	-0.532242910929144	0.550604062499037	0.881901959626238
peak390	0.302998538916816	0.560756529045363	0.881901959626238
peak404	0.0704785220282181	0.560756529045363	0.881901959626238
peak426	0.0530695128827722	0.560756529045363	0.881901959626238
peak473	-0.0330788421724346	0.560756529045363	0.881901959626238
peak110	-0.213582661244957	0.570997381001762	0.887473935281331
peak439	0.154086190186566	0.570997381001762	0.887473935281331
peak61	0.0613964576368991	0.570997381001762	0.887473935281331
peak66	0.104795416554676	0.570997381001762	0.887473935281331
peak22	-0.000352445557676739	0.581325046963733	0.893050072147185
peak399	0.177152874234984	0.581325046963733	0.893050072147185
peak443	-0.0206166891893507	0.581325046963733	0.893050072147185
peak526	-0.0820517765320682	0.581325046963733	0.893050072147185
peak11	0.0323811086666719	0.591737904009501	0.893507376424603
peak192	-0.00168827568615185	0.591737904009501	0.893507376424603
peak330	0.115093296395159	0.591737904009501	0.893507376424603
peak359	0.161975457531059	0.591737904009501	0.893507376424603
peak447	-0.0422437021841309	0.591737904009501	0.893507376424603
peak517	-0.175173227699311	0.591737904009501	0.893507376424603
peak155	-0.20192012509153	0.60223427819757	0.901650190521786
peak209	1.21953900307452	0.60223427819757	0.901650190521786
peak389	0.00961745663137366	0.60223427819757	0.901650190521786
peak135	0.00525387387608308	0.612812445464121	0.902196100266623
peak158	0.14316349117671	0.612812445464121	0.902196100266623
peak159	-0.308783879885442	0.612812445464121	0.902196100266623
peak339	0.0730370921190245	0.612812445464121	0.902196100266623
peak355	0.059978254081229	0.612812445464121	0.902196100266623
peak500	0.0457402082094223	0.612812445464121	0.902196100266623
peak122	-0.157443842934676	0.623470632218207	0.902839986545491
peak204	0.16438904392666	0.623470632218207	0.902839986545491
peak398	-0.41425781271357	0.623470632218207	0.902839986545491
peak455	-0.166616442350721	0.623470632218207	0.902839986545491
peak496	0.0427319606163019	0.623470632218207	0.902839986545491
peak505	0.1438392986956	0.623470632218207	0.902839986545491
peak162	-0.109246259310978	0.634207016338209	0.909203339807075
peak163	-0.0117753209280644	0.645019727863132	0.909203339807075
peak178	0.0542159068875931	0.645019727863132	0.909203339807075
peak220	0.023981988719679	0.634207016338209	0.909203339807075
peak286	0.0239465473904953	0.645019727863132	0.909203339807075
peak49	0.0588062711793472	0.645019727863132	0.909203339807075
peak519	0.00755053098847535	0.634207016338209	0.909203339807075
peak530	-0.0542656194976977	0.645019727863132	0.909203339807075
peak68	0.0568147024518969	0.645019727863132	0.909203339807075
peak92	0.0484672571121777	0.645019727863132	0.909203339807075
peak308	0.201928563336483	0.655906850086204	0.914817448804442
peak458	0.0791052758026734	0.655906850086204	0.914817448804442
peak55	-0.0712360787634134	0.655906850086204	0.914817448804442
peak56	-0.0162757412658173	0.655906850086204	0.914817448804442
peak309	0.0722346366105158	0.666866420339198	0.920414590572331
peak328	-0.692683386677122	0.666866420339198	0.920414590572331
peak478	-0.455788268299454	0.666866420339198	0.920414590572331
peak489	0.319581904792365	0.666866420339198	0.920414590572331
peak105	0.112019024357049	0.677896431180711	0.921243868014812
peak382	0.352669187234676	0.677896431180711	0.921243868014812
peak434	-0.107302404849436	0.677896431180711	0.921243868014812
peak490	0.00936680295877723	0.677896431180711	0.921243868014812
peak65	-0.0769126618578101	0.677896431180711	0.921243868014812
peak99	-0.0818359192559033	0.677896431180711	0.921243868014812
peak491	0.0644010239991913	0.688994831270937	0.931549134116318
peak524	-0.0218288312695295	0.688994831270937	0.931549134116318
peak100	-0.247496626826832	0.711388381703317	0.937900105230741
peak114	0.150100986762986	0.711388381703317	0.937900105230741
peak237	0.104370810173256	0.700159526650643	0.937900105230741
peak254	0.572039711896911	0.700159526650643	0.937900105230741
peak272	0.0838444221663478	0.700159526650643	0.937900105230741
peak311	0.0102476273678365	0.711388381703317	0.937900105230741
peak446	-0.362050988665793	0.711388381703317	0.937900105230741
peak511	-0.031400820717008	0.711388381703317	0.937900105230741
peak54	-0.252689869351866	0.711388381703317	0.937900105230741
peak62	0.0860947526880812	0.711388381703317	0.937900105230741
peak395	-0.187020560284555	0.722679220521359	0.945728362657582
peak435	-3.77752368655917e-05	0.722679220521359	0.945728362657582
peak497	-0.0497571789641083	0.722679220521359	0.945728362657582
peak108	0.154235736117139	0.734029827951016	0.953519139250094
peak193	-0.103546464487862	0.734029827951016	0.953519139250094
peak509	-0.0146296711605148	0.734029827951016	0.953519139250094
peak245	0.184642505158634	0.745437951041837	0.961270350491907
peak494	0.0770488448720876	0.745437951041837	0.961270350491907
peak513	-0.278363063933695	0.745437951041837	0.961270350491907
peak112	-0.108325990880563	0.768417550567334	0.965868462764821
peak143	0.148420305702425	0.779984343515742	0.965868462764821
peak161	0.0263133257324305	0.768417550567334	0.965868462764821
peak181	0.10876467843741	0.768417550567334	0.965868462764821
peak219	0.0120451561551516	0.756901300170349	0.965868462764821
peak227	-0.0806354826442435	0.779984343515742	0.965868462764821
peak287	0.0974185633673202	0.779984343515742	0.965868462764821
peak295	0.190623522657034	0.768417550567334	0.965868462764821
peak336	-0.146207836771463	0.756901300170349	0.965868462764821
peak361	0.144712469844458	0.779984343515742	0.965868462764821
peak415	-0.0308435046302297	0.768417550567334	0.965868462764821
peak42	0.0439207239621522	0.779984343515742	0.965868462764821
peak469	-0.0125295340409408	0.779984343515742	0.965868462764821
peak476	0.00423340051996631	0.779984343515742	0.965868462764821
peak479	-2.02942061309338	0.756901300170349	0.965868462764821
peak486	-0.0997807240222326	0.768417550567334	0.965868462764821
peak495	0.00753683200912256	0.756901300170349	0.965868462764821
peak150	0.0057761316577501	0.791599287950947	0.967563135716552
peak174	0.098311982599552	0.803259961726949	0.967563135716552
peak189	0.0122428968241663	0.803259961726949	0.967563135716552
peak221	-0.0386824238931066	0.803259961726949	0.967563135716552
peak303	-0.0496868177759481	0.803259961726949	0.967563135716552
peak332	-0.0603768855744784	0.803259961726949	0.967563135716552
peak340	-0.0533211541049943	0.803259961726949	0.967563135716552
peak352	-0.00342333043676976	0.803259961726949	0.967563135716552
peak407	0.0522625027340605	0.803259961726949	0.967563135716552
peak438	-0.0448069861958845	0.791599287950947	0.967563135716552
peak457	-0.0814799882258858	0.803259961726949	0.967563135716552
peak95	0.0528401029864762	0.791599287950947	0.967563135716552
peak247	-0.161178708456226	0.814963913284317	0.970631177619524
peak362	0.21250694862313	0.814963913284317	0.970631177619524
peak436	0.0579917579287526	0.814963913284317	0.970631177619524
peak48	0.0933087473291037	0.814963913284317	0.970631177619524
peak72	0.138344038941566	0.814963913284317	0.970631177619524
peak232	-0.046808673162043	0.826708662979379	0.97152015826845
peak31	-0.00268059988598574	0.826708662979379	0.97152015826845
peak400	-0.0444266819732286	0.826708662979379	0.97152015826845
peak440	0.00582002042505801	0.826708662979379	0.97152015826845
peak454	-0.0614252552436377	0.826708662979379	0.97152015826845
peak471	0.0877811519854708	0.826708662979379	0.97152015826845
peak102	-0.0562505691175443	0.850310507817901	0.9752503879162
peak109	0.172752082187005	0.8740451589815	0.9752503879162
peak132	-0.044503499677725	0.8740451589815	0.9752503879162
peak154	0.0717737351771614	0.86216251784094	0.9752503879162
peak170	0.0495661909278327	0.86216251784094	0.9752503879162
peak197	-0.00222731646451305	0.850310507817901	0.9752503879162
peak216	-0.0429924155103177	0.86216251784094	0.9752503879162
peak249	-0.0775793937932913	0.8740451589815	0.9752503879162
peak263	0.482981526721537	0.850310507817901	0.9752503879162
peak268	-0.363049436935259	0.86216251784094	0.9752503879162
peak291	-0.107831009669452	0.8740451589815	0.9752503879162
peak294	-0.065659316207116	0.86216251784094	0.9752503879162
peak299	-0.0189434806289141	0.86216251784094	0.9752503879162
peak314	-0.208039575624852	0.850310507817901	0.9752503879162
peak37	-0.0960954024712532	0.850310507817901	0.9752503879162
peak376	0.0477263471481948	0.838491704813166	0.9752503879162
peak39	-0.0869454423168576	0.86216251784094	0.9752503879162
peak421	-0.1209063035394	0.838491704813166	0.9752503879162
peak464	-0.107547975499073	0.8740451589815	0.9752503879162
peak474	-0.338712061457855	0.86216251784094	0.9752503879162
peak475	-0.25383658249293	0.8740451589815	0.9752503879162
peak499	-0.0160774175023746	0.8740451589815	0.9752503879162
peak50	0.107417275215463	0.850310507817901	0.9752503879162
peak522	-0.152172994678027	0.850310507817901	0.9752503879162
peak41	-0.066836610767684	0.885955835423282	0.986463430198192
peak19	-0.0509150792038893	0.897891932915131	0.987308556939875
peak203	0.0714090946470245	0.897891932915131	0.987308556939875
peak24	0.00518742795979216	0.897891932915131	0.987308556939875
peak253	0.16392778511109	0.897891932915131	0.987308556939875
peak33	0.00371866770427238	0.897891932915131	0.987308556939875
peak67	0.0287115788497709	0.897891932915131	0.987308556939875
peak103	0.041653831864991	0.921829852756413	0.989007736762953
peak116	-0.0145284533963042	0.909850820644689	0.989007736762953
peak136	0.00231902386476445	0.909850820644689	0.989007736762953
peak172	0.0675876702988166	0.921829852756413	0.989007736762953
peak194	0.0269780843229789	0.921829852756413	0.989007736762953
peak207	0.0508842922485498	0.921829852756413	0.989007736762953
peak211	-0.27513039349487	0.909850820644689	0.989007736762953
peak326	0.0103143926909228	0.921829852756413	0.989007736762953
peak329	0.0301135924054462	0.909850820644689	0.989007736762953
peak333	0.00827846642027416	0.921829852756413	0.989007736762953
peak484	-1.68541022938535	0.921829852756413	0.989007736762953
peak493	-0.0899499177208126	0.921829852756413	0.989007736762953
peak317	0.160908824076286	0.933826370259424	0.991839631738467
peak34	-0.0540717430254704	0.933826370259424	0.991839631738467
peak347	-0.0201677128440632	0.933826370259424	0.991839631738467
peak418	0.0532009610055158	0.933826370259424	0.991839631738467
peak87	-0.0494388639573944	0.933826370259424	0.991839631738467
peak130	0.035915252718757	0.969894082635725	0.992362671422653
peak14	-0.0113759676458052	0.969894082635725	0.992362671422653
peak148	-0.0338930212468766	0.957861169471871	0.992362671422653
peak153	0.0985311374298607	0.945837702575062	0.992362671422653
peak183	0.0925247801316959	0.945837702575062	0.992362671422653
peak205	0.106415990296911	0.945837702575062	0.992362671422653
peak213	0.00130678428480215	0.969894082635725	0.992362671422653
peak277	-0.0223568402812995	0.957861169471871	0.992362671422653
peak371	-0.0976490371861708	0.957861169471871	0.992362671422653
peak394	0.036940315856017	0.969894082635725	0.992362671422653
peak427	0.029829547250339	0.969894082635725	0.992362671422653
peak44	-0.000952777830403988	0.969894082635725	0.992362671422653
peak459	0.129923263535132	0.945837702575062	0.992362671422653
peak46	-0.79402568904403	0.969894082635725	0.992362671422653
peak468	0.130981688769994	0.969894082635725	0.992362671422653
peak518	-0.0361256428791802	0.945837702575062	0.992362671422653
peak6	0.0479775373255225	0.957861169471871	0.992362671422653
peak64	0.0661065854341982	0.957861169471871	0.992362671422653
peak74	-0.0886917093906059	0.969894082635725	0.992362671422653
peak140	0.0901939172852867	0.981933747623729	0.993177263817894
peak273	-0.137574086041078	0.981933747623729	0.993177263817894
peak276	-0.0291793787446643	0.981933747623729	0.993177263817894
peak280	0.0163980562145196	0.981933747623729	0.993177263817894
peak298	-0.0278180709934521	0.981933747623729	0.993177263817894
peak83	0.118140280273164	0.981933747623729	0.993177263817894
peak196	-0.215353294455032	0.993977465449806	0.997742531606813
peak201	0.0979110441736071	0.993977465449806	0.997742531606813
peak349	-0.0426066440142565	0.993977465449805	0.997742531606813
peak523	0.0996482371089642	0.993977465449806	0.997742531606813
peak226	-0.0310075010098504	1	1
peak388	0.0800925261419511	1	1
